       0            1    40.272265            0    41.772218    551.30394 
      10    0.5149579    41.357565            0    42.129978    559.60915 
      20   0.56386403    41.361278            0    42.207048    559.73429 
      30   0.58415978    41.426618            0    42.302831    560.33158 
      40   0.60440014    41.479626            0    42.386198    560.82486 
      50    0.6266388    41.518534            0    42.458463    561.20106 
      60   0.64840382    41.547812            0    42.520387    561.49467 
      70   0.65002508    41.606556            0    42.581563    561.99891 
      80    0.6727741    41.620591            0    42.629721    562.16308 
      90   0.68332028    41.658084            0    42.683033    562.50408 
     100   0.69856574     41.67042            0    42.718236    562.63995 
     110   0.70666259    41.701261            0    42.761221    562.91914 
     120   0.71901155    41.708866            0     42.78735    563.00805 
     130   0.72689111    41.726671            0    42.816974    563.17693 
     140   0.73225172    41.753541            0    42.851884    563.41677 
     150   0.74112381    41.769334            0    42.880985    563.56958 
     160   0.75498626    41.762829            0    42.895273    563.54096 
     170   0.75665959    41.784595            0    42.919549    563.73043 
     180   0.76166996    41.792865            0    42.935334    563.81049 
     190   0.76672027    41.806305            0     42.95635    563.93572 
     200   0.77192056    41.816472            0    42.974317     564.0321 
     210   0.77169551    41.833786            0    42.991293    564.17966 
     220   0.77481652    41.838999            0    43.001187    564.23049 
     230   0.78216769    41.841002            0    43.014217    564.26181 
     240   0.78591094    41.845186            0    43.024015    564.30588 
     250      0.79168    41.839468            0    43.026951    564.26725 
     260   0.79046693    41.855312            0    43.040976    564.40047 
     270   0.79652984    41.851045            0    43.045802    564.37613 
     280   0.79496286    41.870315            0    43.062722    564.53749 
     290   0.79580767    41.878927            0    43.072602    564.61265 
     300   0.80247537    41.874088            0    43.077763    564.58495 
     310   0.80399536    41.873676            0    43.079632    564.58472 
     320   0.80109907    41.880092            0    43.081703    564.63233 
     330   0.80827102    41.871379            0    43.083748    564.57334 
     340   0.80900888    41.877229            0    43.090704    564.62433 
     350   0.80701676    41.890738            0    43.101225    564.73565 
     360   0.81195684    41.886497            0    43.104394    564.70946 
     370   0.81459482    41.896216            0     43.11807    564.79835 
     380     0.814484    41.897668            0    43.119355    564.80984 
     390   0.81477419     41.89721            0    43.119333    564.80586 
     400   0.81006237    41.903192            0    43.118247    564.84841 
     410   0.81570475    41.895449            0    43.118968    564.79447 
     420   0.80950832    41.909489            0    43.123714    564.90077 
     430   0.81891441    41.897796            0    43.126129    564.82028 
     440   0.81889797     41.90301            0    43.131318    564.86506 
     450   0.81747586    41.909214            0    43.135389     564.9149 
     460   0.81822134      41.9013            0    43.128594    564.84899 
     470   0.81614523    41.907506            0    43.131685    564.89707 
     480   0.81188537    41.914813            0    43.132603    564.95093 
     490   0.81729441    41.903255            0    43.129159     564.8631 
     500    0.8157851    41.898159            0    43.121799    564.81661 
     510   0.81518715    41.904448            0    43.127191    564.86906 
     520   0.81637554    41.901738            0    43.126263    564.84828 
     530   0.80967173    41.916667            0    43.131136    564.96209 
     540   0.82253918    41.899873            0    43.133644    564.84462 
     550   0.82244051    41.903171            0    43.136793    564.87349 
     560   0.82374315    41.900147            0    43.135723    564.85011 
     570   0.81900029    41.902875            0    43.131337    564.86371 
     580   0.81511539    41.907685            0     43.13032    564.89691 
     590   0.81347689    41.913615            0    43.133792    564.94447 
     600   0.81214111    41.909295            0    43.127469    564.90506 
     610   0.81705861    41.898993            0    43.124542    564.82652 
     620   0.81980243    41.890467            0    43.120132    564.75997 
     630   0.81735489    41.899722            0    43.125716    564.83408 
     640   0.81799277    41.900925            0    43.127876    564.84465 
     650   0.81419395    41.912361            0    43.133614    564.93441 
     660   0.81747177    41.904392            0    43.130562    564.87296 
     670   0.81634537    41.906592            0    43.131072    564.89029 
     680    0.8152781    41.914101            0     43.13698    564.95139 
     690   0.81449506    41.906369            0    43.128073    564.88324 
     700   0.81265078    41.909936            0    43.128874    564.91043 
     710   0.81750924    41.906279            0    43.132504    564.88904 
     720   0.80947008    41.911484            0    43.125651    564.91747 
     730   0.81590988    41.895358            0    43.119185    564.79259 
     740   0.81516606    41.896804            0    43.119515    564.80433 
     750   0.81339711    41.895335            0    43.115392    564.78797 
     760   0.81701016    41.888674            0    43.114151    564.73886 
     770   0.81583239    41.892697            0    43.116407     564.7706 
     780   0.81082783    41.901219            0    43.117423    564.83288 
     790   0.81243558    41.902713            0    43.121328     564.8492 
     800   0.81086229    41.898335            0     43.11459    564.80827 
     810   0.80905927    41.909235            0    43.122786    564.89725 
     820    0.8099113    41.913357            0    43.128186    564.93558 
     830   0.81545057    41.900309            0    43.123447    564.83415 
     840   0.82093829    41.894058            0    43.125427    564.79248 
     850    0.8171334    41.904564            0    43.130226    564.87457 
     860   0.80886125    41.910673            0    43.123927    564.91059 
     870   0.81601737      41.9062            0    43.130188    564.88504 
     880   0.81011964    41.904702            0    43.119844    564.86193 
     890   0.81210537    41.901438            0    43.119558    564.83807 
     900   0.81257022    41.902414            0    43.121232    564.84719 
     910   0.80889459     41.91117            0    43.124474    564.91431 
     920   0.81298611    41.900087            0    43.119528    564.82874 
     930   0.81472699    41.893593            0    43.115646    564.77538 
     940   0.81681477    41.885768            0    43.110952    564.71346 
     950   0.81136123    41.900014            0    43.117017    564.82421 
     960   0.81176745    41.901471            0    43.119084    564.83689 
     970   0.81009305    41.899492            0    43.114594    564.81658 
     980   0.81292311    41.895732            0    43.115079    564.78988 
     990   0.81442194    41.895911            0    43.117506    564.79364 
    1000   0.81087913     41.89839            0    43.114671    564.80863 
